job_id,service_time_ms,arrival_time_ms
j00000,125,0
j00001,136,0
j00002,99,0
j00003,93,0
j00004,72,0
j00005,296,0
j00006,158,0
j00007,149,0
j00008,155,0
j00009,13,0
j00010,191,0
j00011,133,0
j00012,134,0
j00013,143,0
j00014,103,0
j00015,211,0
j00016,99,0
j00017,65,0
j00018,68,0
j00019,12,0
j00020,73,0
j00021,123,0
j00022,63,0
j00023,77,0
j00024,65,0
j00025,147,0
j00026,135,0
j00027,94,0
j00028,14,0
j00029,18,0
j00030,105,0
j00031,116,0
j00032,95,0
j00033,112,0
j00034,139,0
j00035,143,0
j00036,10,0
j00037,91,0
j00038,111,0
j00039,232,0
j00040,119,0
j00041,118,0
j00042,186,0
j00043,104,0
j00044,112,0
j00045,64,0
j00046,156,0
j00047,133,0
j00048,143,0
j00049,227,0
j00050,127,0
j00051,126,0
j00052,78,0
j00053,106,0
j00054,67,0
j00055,68,0
j00056,114,0
j00057,62,0
j00058,65,0
j00059,10,0
j00060,82,0
j00061,62,0
j00062,102,0
j00063,16,0
j00064,206,0
j00065,75,0
j00066,72,0
j00067,209,0
j00068,110,0
j00069,135,0
j00070,287,0
j00071,16,0
j00072,313,0
j00073,15,0
j00074,60,0
j00075,213,0
j00076,114,0
j00077,298,0
j00078,229,0
j00079,79,0
j00080,10,0
j00081,13,0
j00082,101,0
j00083,227,0
j00084,123,0
j00085,104,0
j00086,122,0
j00087,145,0
j00088,111,0
j00089,276,0
j00090,16,0
j00091,109,0
j00092,78,0
j00093,83,0
j00094,76,0
j00095,16,0
j00096,137,0
j00097,120,0
j00098,11,0
j00099,136,0
j00100,153,0
j00101,155,0
j00102,135,0
j00103,118,0
j00104,64,0
j00105,9,0
j00106,158,0
j00107,126,0
j00108,156,0
j00109,71,0
j00110,131,0
j00111,11,0
j00112,12,0
j00113,14,0
j00114,110,0
j00115,115,0
j00116,73,0
j00117,61,0
j00118,125,0
j00119,311,0
j00120,132,0
j00121,94,0
j00122,159,0
j00123,75,0
j00124,15,0
j00125,11,0
j00126,152,0
j00127,291,0
j00128,139,0
j00129,114,0
j00130,18,0
j00131,145,0
j00132,150,0
j00133,140,0
j00134,99,0
j00135,13,0
j00136,98,0
j00137,77,0
j00138,157,0
j00139,94,0
j00140,98,0
j00141,142,0
j00142,14,0
j00143,65,0
j00144,87,0
j00145,94,0
j00146,183,0
j00147,78,0
j00148,79,0
j00149,75,0
j00150,9,0
j00151,264,0
j00152,71,0
j00153,9,0
j00154,73,0
j00155,146,0
j00156,7,0
j00157,6,0
j00158,140,0
j00159,157,0
j00160,149,0
j00161,157,0
j00162,224,0
j00163,151,0
j00164,80,0
j00165,5,0
j00166,121,0
j00167,12,0
j00168,215,0
j00169,112,0
j00170,232,0
j00171,12,0
j00172,67,0
j00173,18,0
j00174,84,0
j00175,16,0
j00176,320,0
j00177,146,0
j00178,143,0
j00179,98,0
j00180,61,0
j00181,109,0
j00182,6,0
j00183,16,0
j00184,90,0
j00185,122,0
j00186,15,0
j00187,139,0
j00188,130,0
j00189,122,0
j00190,116,0
j00191,142,0
j00192,158,0
j00193,9,0
j00194,69,0
j00195,159,0
j00196,5,0
j00197,122,0
j00198,154,0
j00199,62,0
j00200,103,0
j00201,94,0
j00202,272,0
j00203,123,0
j00204,15,0
j00205,89,0
j00206,72,0
j00207,145,0
j00208,144,0
j00209,6,0
j00210,76,0
j00211,297,0
j00212,150,0
j00213,128,0
j00214,95,0
j00215,11,0
j00216,90,0
j00217,309,0
j00218,143,0
j00219,160,0
j00220,194,0
j00221,80,0
j00222,139,0
j00223,19,0
j00224,92,0
j00225,14,0
j00226,72,0
j00227,160,0
j00228,108,0
j00229,12,0
j00230,134,0
j00231,93,0
j00232,104,0
j00233,124,0
j00234,158,0
j00235,126,0
j00236,14,0
j00237,123,0
j00238,110,0
j00239,148,0
j00240,263,0
j00241,69,0
j00242,148,0
j00243,128,0
j00244,123,0
j00245,19,0
j00246,60,0
j00247,14,0
j00248,206,0
j00249,105,0
j00250,122,0
j00251,151,0
j00252,67,0
j00253,229,0
j00254,20,0
j00255,199,0
j00256,224,0
j00257,136,0
j00258,282,0
j00259,8,0
j00260,13,0
j00261,76,0
j00262,156,0
j00263,127,0
j00264,90,0
j00265,64,0
j00266,156,0
j00267,17,0
j00268,115,0
j00269,122,0
j00270,132,0
j00271,89,0
j00272,112,0
j00273,312,0
j00274,71,0
j00275,10,0
j00276,61,0
j00277,154,0
j00278,153,0
j00279,20,0
j00280,194,0
j00281,64,0
j00282,143,0
j00283,77,0
j00284,14,0
j00285,18,0
j00286,272,0
j00287,250,0
j00288,122,0
j00289,158,0
j00290,307,0
j00291,155,0
j00292,130,0
j00293,129,0
j00294,269,0
j00295,313,0
