job_id,service_time_ms,arrival_time_ms
j00000,447,0
j00001,660,0
j00002,628,0
j00003,522,0
j00004,29,0
j00005,383,0
j00006,484,0
j00007,446,0
j00008,698,0
j00009,649,0
j00010,19,0
j00011,403,0
j00012,762,0
j00013,328,0
j00014,497,0
j00015,514,0
j00016,371,0
j00017,896,0
j00018,498,0
j00019,626,0
j00020,524,0
j00021,551,0
j00022,10,0
j00023,423,0
j00024,879,0
j00025,548,0
j00026,690,0
j00027,802,0
j00028,381,0
j00029,30,0
j00030,600,0
j00031,578,0
j00032,512,0
j00033,861,0
j00034,25,0
j00035,420,0
j00036,745,0
j00037,765,0
j00038,579,0
j00039,752,0
j00040,869,0
j00041,876,0
j00042,389,0
j00043,822,0
j00044,47,0
j00045,797,0
j00046,721,0
j00047,801,0
j00048,562,0
j00049,595,0
j00050,594,0
j00051,576,0
j00052,18,0
j00053,787,0
j00054,702,0
j00055,823,0
j00056,684,0
j00057,371,0
j00058,812,0
j00059,879,0
j00060,356,0
j00061,650,0
j00062,323,0
j00063,833,0
j00064,631,0
j00065,635,0
j00066,710,0
j00067,784,0
j00068,655,0
j00069,734,0
j00070,726,0
j00071,853,0
j00072,439,0
j00073,689,0
j00074,532,0
j00075,712,0
j00076,630,0
j00077,358,0
j00078,385,0
j00079,560,0
j00080,814,0
j00081,381,0
j00082,824,0
j00083,641,0
j00084,791,0
j00085,864,0
j00086,677,0
j00087,473,0
j00088,19,0
j00089,416,0
j00090,826,0
j00091,827,0
j00092,331,0
j00093,764,0
j00094,707,0
j00095,381,0
j00096,22,0
j00097,705,0
j00098,798,0
j00099,467,0
j00100,544,0
j00101,628,0
j00102,337,0
j00103,573,0
j00104,751,0
j00105,331,0
j00106,495,0
j00107,426,0
j00108,741,0
j00109,601,0
j00110,362,0
j00111,896,0
j00112,353,0
j00113,724,0
j00114,663,0
j00115,451,0
j00116,835,0
j00117,714,0
j00118,874,0
j00119,840,0
j00120,849,0
j00121,321,0
j00122,897,0
j00123,868,0
j00124,694,0
j00125,892,0
j00126,335,0
j00127,699,0
j00128,708,0
j00129,358,0
j00130,735,0
j00131,758,0
j00132,347,0
j00133,327,0
j00134,802,0
j00135,649,0
j00136,611,0
j00137,369,0
j00138,853,0
j00139,658,0
j00140,43,0
j00141,852,0
j00142,787,0
j00143,523,0
j00144,432,0
j00145,316,0
j00146,596,0
j00147,637,0
j00148,767,0
j00149,356,0
j00150,7,0
j00151,14,0
j00152,786,0
j00153,41,0
j00154,749,0
j00155,806,0
j00156,585,0
j00157,16,0
j00158,20,0
j00159,836,0
j00160,721,0
j00161,776,0
j00162,771,0
j00163,785,0
j00164,352,0
j00165,404,0
j00166,558,0
j00167,546,0
j00168,597,0
j00169,800,0
j00170,708,0
j00171,542,0
j00172,400,0
j00173,374,0
j00174,715,0
j00175,591,0
j00176,483,0
j00177,692,0
j00178,526,0
j00179,419,0
j00180,671,0
j00181,659,0
j00182,605,0
j00183,377,0
j00184,833,0
j00185,544,0
j00186,334,0
j00187,564,0
j00188,445,0
j00189,704,0
j00190,609,0
j00191,342,0
j00192,699,0
j00193,385,0
j00194,447,0
j00195,667,0
j00196,452,0
j00197,900,0
j00198,420,0
j00199,628,0
j00200,832,0
j00201,392,0
